1,2,3,4,5,6,7,8,9,10
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2042, ,TABPARTSFEEDER
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2023, ,TABPUSHER
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2024, ,TABSHOOT
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2042, ,TABPARTSFEEDER
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2027, ,LOADERTABCOUNT
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2042, ,TABPARTSFEEDER
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2042, ,TABPARTSFEEDER
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,SHEETCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,NORMALCLEANING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2023, ,TABPUSHER
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,IDLE/STOP,STARTED,2.02108E+13,,,
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2041, ,TABCLOG
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2023, ,TABPUSHER
2.02108E+13, , , ,READY,STARTED,2.02108E+13,,,
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,2023, ,TABPUSHER
2.02108E+13, , , ,ERROR,STARTED,2.02108E+13,0, ,L/FSHIFTCONVEYOR
2.02108E+13, , , ,RUNNING,STARTED,2.02108E+13,,,
